fua_code,Year,Gini
IT001L3,2016,0.34964
IT001L3,2017,0.35179
IT001L3,2018,0.35853
IT001L3,2019,0.35087
IT001L3,2020,0.34578
IT002L3,2000,0.24293
IT002L3,2001,0.25584
IT002L3,2002,0.27293
IT002L3,2003,0.24893
IT002L3,2004,0.25478
IT002L3,2005,0.26376
IT002L3,2006,0.25693
IT002L3,2007,0.24701
IT002L3,2008,0.26532
IT002L3,2009,0.22756
IT002L3,2010,0.23876
IT002L3,2011,0.23926
IT002L3,2014,0.20421
IT002L3,2015,0.19561
IT002L3,2016,0.19195
IT002L3,2017,0.20197
IT002L3,2018,0.20379
IT002L3,2019,0.19069
IT002L3,2020,0.19242
IT003L3,2000,0.43093
IT003L3,2001,0.45527
IT003L3,2002,0.48056
IT003L3,2003,0.44946
IT003L3,2004,0.43102
IT003L3,2005,0.4397
IT003L3,2006,0.44303
IT003L3,2007,0.44528
IT003L3,2008,0.45124
IT003L3,2009,0.41126
IT003L3,2010,0.41148
IT003L3,2011,0.408
IT003L3,2014,0.39346
IT003L3,2015,0.38652
IT003L3,2016,0.39938
IT003L3,2017,0.41622
IT003L3,2018,0.39546
IT003L3,2019,0.39978
IT003L3,2020,0.39911
IT004L2,2000,0.39816
IT004L2,2001,0.39403
IT004L2,2002,0.54968
IT004L2,2003,0.40159
IT004L2,2004,0.39786
IT004L2,2005,0.45881
IT004L2,2006,0.43504
IT004L2,2007,0.42966
IT004L2,2008,0.38741
IT004L2,2009,0.39052
IT004L2,2010,0.39026
IT004L2,2011,0.3562
IT004L2,2014,0.34037
IT004L2,2015,0.32727
IT004L2,2016,0.33091
IT004L2,2017,0.33391
IT004L2,2018,0.3297
IT004L2,2019,0.33061
IT004L2,2020,0.32792
IT005L3,2000,0.46603
IT005L3,2001,0.49166
IT005L3,2002,0.44817
IT005L3,2003,0.44961
IT005L3,2004,0.44911
IT005L3,2005,0.44683
IT005L3,2006,0.44371
IT005L3,2007,0.45132
IT005L3,2008,0.45225
IT005L3,2009,0.43217
IT005L3,2010,0.42305
IT005L3,2011,0.41459
IT005L3,2014,0.39722
IT005L3,2015,0.39636
IT005L3,2016,0.3946
IT005L3,2017,0.39634
IT005L3,2018,0.39086
IT005L3,2019,0.39109
IT005L3,2020,0.38342
IT006L3,2000,0.44365
IT006L3,2001,0.47917
IT006L3,2002,0.48732
IT006L3,2003,0.46215
IT006L3,2004,0.48436
IT006L3,2005,0.45065
IT006L3,2006,0.47717
IT006L3,2007,0.45402
IT006L3,2008,0.45283
IT006L3,2009,0.45291
IT006L3,2010,0.45826
IT006L3,2011,0.45444
IT006L3,2014,0.40429
IT006L3,2015,0.40727
IT006L3,2016,0.40346
IT006L3,2017,0.41455
IT006L3,2018,0.39933
IT006L3,2019,0.41256
IT006L3,2020,0.39976
IT007L3,2000,0.46403
IT007L3,2001,0.43566
IT007L3,2002,0.42179
IT007L3,2003,0.46728
IT007L3,2004,0.43175
IT007L3,2005,0.44225
IT007L3,2006,0.42849
IT007L3,2007,0.40523
IT007L3,2008,0.4332
IT007L3,2009,0.43426
IT007L3,2010,0.40976
IT007L3,2011,0.43564
IT007L3,2014,0.35745
IT007L3,2015,0.37123
IT007L3,2016,0.3627
IT007L3,2017,0.37405
IT007L3,2018,0.36165
IT007L3,2019,0.36964
IT007L3,2020,0.36573
IT008L3,2000,0.52732
IT008L3,2001,0.49761
IT008L3,2002,0.52131
IT008L3,2003,0.51727
IT008L3,2004,0.46799
IT008L3,2005,0.47085
IT008L3,2006,0.47178
IT008L3,2007,0.49388
IT008L3,2008,0.51542
IT008L3,2009,0.46299
IT008L3,2010,0.46705
IT008L3,2011,0.46868
IT008L3,2014,0.43093
IT008L3,2015,0.42528
IT008L3,2016,0.42591
IT008L3,2017,0.43934
IT008L3,2018,0.43063
IT008L3,2019,0.43483
IT008L3,2020,0.43623
IT009L1,2000,0.49693
IT009L1,2001,0.32822
IT009L1,2002,0.3116
IT009L1,2003,0.32657
IT009L1,2004,0.30135
IT009L1,2005,0.32987
IT009L1,2006,0.36233
IT009L1,2007,0.29906
IT009L1,2008,0.31964
IT009L1,2009,0.32266
IT009L1,2010,0.28133
IT009L1,2011,0.31179
IT009L1,2014,0.271
IT009L1,2015,0.27111
IT009L1,2016,0.27145
IT009L1,2017,0.26422
IT009L1,2018,0.27196
IT009L1,2019,0.27024
IT009L1,2020,0.27064
IT010L2,2000,0.41473
IT010L2,2001,0.42543
IT010L2,2002,0.39693
IT010L2,2003,0.44527
IT010L2,2004,0.42312
IT010L2,2005,0.38749
IT010L2,2006,0.38715
IT010L2,2007,0.38941
IT010L2,2008,0.38291
IT010L2,2009,0.35778
IT010L2,2010,0.33288
IT010L2,2011,0.32283
IT010L2,2014,0.35729
IT010L2,2015,0.33832
IT010L2,2016,0.36061
IT010L2,2017,0.33528
IT010L2,2018,0.35076
IT010L2,2019,0.34505
IT010L2,2020,0.33418
IT011L2,2000,0.34018
IT011L2,2001,0.33616
IT011L2,2002,0.38696
IT011L2,2003,0.33055
IT011L2,2004,0.32223
IT011L2,2005,0.33651
IT011L2,2006,0.32969
IT011L2,2007,0.31204
IT011L2,2008,0.32766
IT011L2,2009,0.32878
IT011L2,2010,0.31486
IT011L2,2011,0.3079
IT011L2,2014,0.29381
IT011L2,2015,0.29303
IT011L2,2016,0.29059
IT011L2,2017,0.29091
IT011L2,2018,0.29025
IT011L2,2019,0.28392
IT011L2,2020,0.29157
IT012L3,2000,0.32998
IT012L3,2001,0.30638
IT012L3,2002,0.31088
IT012L3,2003,0.31648
IT012L3,2004,0.29025
IT012L3,2005,0.28057
IT012L3,2006,0.27856
IT012L3,2007,0.27248
IT012L3,2008,0.27435
IT012L3,2009,0.286
IT012L3,2010,0.28445
IT012L3,2011,0.27909
IT012L3,2014,0.22906
IT012L3,2015,0.2273
IT012L3,2016,0.23765
IT012L3,2017,0.24135
IT012L3,2018,0.23449
IT012L3,2019,0.23115
IT012L3,2020,0.23251
IT013L3,2000,0.19679
IT013L3,2001,0.21956
IT013L3,2002,0.25775
IT013L3,2003,0.19705
IT013L3,2004,0.17414
IT013L3,2005,0.17685
IT013L3,2006,0.21061
IT013L3,2007,0.22309
IT013L3,2008,0.17284
IT013L3,2009,0.19079
IT013L3,2010,0.18882
IT013L3,2011,0.20201
IT013L3,2014,0.16855
IT013L3,2015,0.16097
IT013L3,2016,0.18086
IT013L3,2017,0.18281
IT013L3,2018,0.17561
IT013L3,2019,0.17554
IT013L3,2020,0.1682
IT014L3,2000,0.22467
IT014L3,2001,0.2018
IT014L3,2002,0.21968
IT014L3,2003,0.21067
IT014L3,2004,0.21724
IT014L3,2005,0.21074
IT014L3,2006,0.22113
IT014L3,2007,0.20984
IT014L3,2008,0.21012
IT014L3,2009,0.21976
IT014L3,2010,0.22013
IT014L3,2011,0.22078
IT014L3,2014,0.18644
IT014L3,2015,0.17647
IT014L3,2016,0.18587
IT014L3,2017,0.19255
IT014L3,2018,0.18847
IT014L3,2019,0.19966
IT014L3,2020,0.19211
IT015L1,2000,0.36678
IT015L1,2001,0.3543
IT015L1,2002,0.35285
IT015L1,2003,0.3654
IT015L1,2004,0.40247
IT015L1,2005,0.36988
IT015L1,2006,0.35772
IT015L1,2007,0.36614
IT015L1,2008,0.3774
IT015L1,2009,0.37957
IT015L1,2010,0.37236
IT015L1,2011,0.3857
IT015L1,2014,0.33195
IT015L1,2015,0.33202
IT015L1,2016,0.33574
IT015L1,2017,0.34553
IT015L1,2018,0.35063
IT015L1,2019,0.3391
IT015L1,2020,0.3439
IT016L3,2000,0.27532
IT016L3,2001,0.34024
IT016L3,2002,0.28102
IT016L3,2003,0.40097
IT016L3,2004,0.289
IT016L3,2005,0.39258
IT016L3,2006,0.33054
IT016L3,2007,0.33222
IT016L3,2008,0.35598
IT016L3,2009,0.32979
IT016L3,2010,0.28827
IT016L3,2011,0.30027
IT016L3,2014,0.23502
IT016L3,2015,0.25733
IT016L3,2016,0.22487
IT016L3,2017,0.26787
IT016L3,2018,0.24809
IT016L3,2019,0.25353
IT016L3,2020,0.23487
IT017L3,2000,0.3325
IT017L3,2001,0.3185
IT017L3,2002,0.31566
IT017L3,2003,0.37422
IT017L3,2004,0.32205
IT017L3,2005,0.35374
IT017L3,2006,0.33
IT017L3,2007,0.32586
IT017L3,2008,0.33516
IT017L3,2009,0.32635
IT017L3,2010,0.30896
IT017L3,2011,0.32022
IT017L3,2014,0.27531
IT017L3,2015,0.27452
IT017L3,2016,0.27184
IT017L3,2017,0.27721
IT017L3,2018,0.27986
IT017L3,2019,0.27649
IT017L3,2020,0.28108
IT019L2,2000,0.48671
IT019L2,2001,0.47187
IT019L2,2002,0.46495
IT019L2,2003,0.4813
IT019L2,2004,0.47239
IT019L2,2005,0.47347
IT019L2,2006,0.48685
IT019L2,2007,0.51816
IT019L2,2008,0.51842
IT019L2,2009,0.49515
IT019L2,2010,0.48244
IT019L2,2011,0.48026
IT019L2,2014,0.44034
IT019L2,2015,0.43079
IT019L2,2016,0.42962
IT019L2,2017,0.43163
IT019L2,2018,0.43828
IT019L2,2019,0.43032
IT019L2,2020,0.43773
IT020L3,2000,0.33296
IT020L3,2001,0.38079
IT020L3,2002,0.29808
IT020L3,2003,0.32112
IT020L3,2004,0.29873
IT020L3,2005,0.30813
IT020L3,2006,0.30757
IT020L3,2007,0.33298
IT020L3,2008,0.32072
IT020L3,2009,0.28831
IT020L3,2010,0.28953
IT020L3,2011,0.3075
IT020L3,2014,0.26018
IT020L3,2015,0.25713
IT020L3,2016,0.25807
IT020L3,2017,0.27573
IT020L3,2018,0.26438
IT020L3,2019,0.26134
IT020L3,2020,0.25377
IT021L2,2000,0.31556
IT021L2,2001,0.32546
IT021L2,2002,0.36615
IT021L2,2003,0.29314
IT021L2,2004,0.29665
IT021L2,2005,0.29907
IT021L2,2006,0.29195
IT021L2,2007,0.30852
IT021L2,2008,0.30445
IT021L2,2009,0.27084
IT021L2,2010,0.28232
IT021L2,2011,0.28724
IT021L2,2014,0.2711
IT021L2,2015,0.27789
IT021L2,2016,0.2703
IT021L2,2017,0.28593
IT021L2,2018,0.27305
IT021L2,2019,0.26906
IT021L2,2020,0.28472
IT022L2,2000,0.52291
IT022L2,2001,0.49411
IT022L2,2002,0.50517
IT022L2,2003,0.54788
IT022L2,2004,0.45405
IT022L2,2005,0.46881
IT022L2,2006,0.43613
IT022L2,2007,0.44873
IT022L2,2008,0.44677
IT022L2,2009,0.41542
IT022L2,2010,0.42083
IT022L2,2011,0.42074
IT022L2,2014,0.38669
IT022L2,2015,0.38609
IT022L2,2016,0.3834
IT022L2,2017,0.39499
IT022L2,2018,0.38145
IT022L2,2019,0.38099
IT022L2,2020,0.38286
IT023L2,2000,0.26103
IT023L2,2001,0.25406
IT023L2,2002,0.27037
IT023L2,2003,0.27811
IT023L2,2004,0.21296
IT023L2,2005,0.23824
IT023L2,2006,0.2352
IT023L2,2007,0.23439
IT023L2,2008,0.22018
IT023L2,2009,0.20937
IT023L2,2010,0.2145
IT023L2,2011,0.22194
IT023L2,2014,0.18787
IT023L2,2015,0.18214
IT023L2,2016,0.19778
IT023L2,2017,0.20259
IT023L2,2018,0.19442
IT023L2,2019,0.19378
IT023L2,2020,0.1979
IT024L3,2000,0.29508
IT024L3,2001,0.28167
IT024L3,2002,0.23439
IT024L3,2003,0.36292
IT024L3,2004,0.33598
IT024L3,2005,0.27545
IT024L3,2006,0.26171
IT024L3,2007,0.3046
IT024L3,2008,0.30642
IT024L3,2009,0.28417
IT024L3,2010,0.25183
IT024L3,2011,0.24717
IT024L3,2014,0.24445
IT024L3,2015,0.23662
IT024L3,2016,0.23672
IT024L3,2017,0.2491
IT024L3,2018,0.23649
IT024L3,2019,0.24295
IT024L3,2020,0.24012
IT025L3,2000,0.57659
IT025L3,2001,0.51616
IT025L3,2002,0.46534
IT025L3,2003,0.54036
IT025L3,2004,0.54249
IT025L3,2005,0.50088
IT025L3,2006,0.51064
IT025L3,2007,0.49666
IT025L3,2008,0.54535
IT025L3,2009,0.52994
IT025L3,2010,0.4533
IT025L3,2011,0.45378
IT025L3,2014,0.49189
IT025L3,2015,0.45615
IT025L3,2016,0.4537
IT025L3,2017,0.45828
IT025L3,2018,0.43265
IT025L3,2019,0.47336
IT025L3,2020,0.46201
IT026L3,2000,0.42245
IT026L3,2001,0.42236
IT026L3,2002,0.38391
IT026L3,2003,0.46373
IT026L3,2004,0.36798
IT026L3,2005,0.39401
IT026L3,2006,0.38026
IT026L3,2007,0.40586
IT026L3,2008,0.40173
IT026L3,2009,0.3815
IT026L3,2010,0.34106
IT026L3,2011,0.35341
IT026L3,2014,0.3525
IT026L3,2015,0.35248
IT026L3,2016,0.35214
IT026L3,2017,0.36249
IT026L3,2018,0.34939
IT026L3,2019,0.35953
IT026L3,2020,0.35146
IT027L2,2000,0.61057
IT027L2,2001,0.5499
IT027L2,2002,0.57941
IT027L2,2003,0.75584
IT027L2,2004,0.53251
IT027L2,2005,0.57443
IT027L2,2006,0.59203
IT027L2,2007,0.62926
IT027L2,2008,0.61938
IT027L2,2009,0.50001
IT027L2,2010,0.50612
IT027L2,2011,0.49038
IT027L2,2014,0.48231
IT027L2,2015,0.46979
IT027L2,2016,0.46505
IT027L2,2017,0.47946
IT027L2,2018,0.43657
IT027L2,2019,0.46045
IT027L2,2020,0.44955
IT028L3,2000,0.28188
IT028L3,2001,0.22406
IT028L3,2002,0.23374
IT028L3,2003,0.19867
IT028L3,2004,0.20263
IT028L3,2005,0.20861
IT028L3,2006,0.20304
IT028L3,2007,0.17781
IT028L3,2008,0.22787
IT028L3,2009,0.20792
IT028L3,2010,0.18452
IT028L3,2011,0.17913
IT028L3,2014,0.15808
IT028L3,2015,0.1616
IT028L3,2016,0.16496
IT028L3,2017,0.16375
IT028L3,2018,0.16893
IT028L3,2019,0.15788
IT028L3,2020,0.16252
IT029L3,2000,0.25194
IT029L3,2001,0.20798
IT029L3,2002,0.21315
IT029L3,2003,0.19773
IT029L3,2004,0.19105
IT029L3,2005,0.20746
IT029L3,2006,0.20325
IT029L3,2007,0.21159
IT029L3,2008,0.20203
IT029L3,2009,0.19638
IT029L3,2010,0.2195
IT029L3,2011,0.21739
IT029L3,2014,0.14688
IT029L3,2015,0.14787
IT029L3,2016,0.15283
IT029L3,2017,0.15833
IT029L3,2018,0.15684
IT029L3,2019,0.16099
IT029L3,2020,0.16092
IT030L3,2000,0.32866
IT030L3,2001,0.2904
IT030L3,2002,0.31063
IT030L3,2003,0.2643
IT030L3,2004,0.27473
IT030L3,2005,0.28148
IT030L3,2006,0.31041
IT030L3,2007,0.254
IT030L3,2008,0.25245
IT030L3,2009,0.26916
IT030L3,2010,0.27402
IT030L3,2011,0.30861
IT030L3,2014,0.23969
IT030L3,2015,0.23192
IT030L3,2016,0.22892
IT030L3,2017,0.2416
IT030L3,2018,0.23388
IT030L3,2019,0.23713
IT030L3,2020,0.2396
IT031L3,2000,0.48655
IT031L3,2001,0.4929
IT031L3,2002,0.42302
IT031L3,2003,0.52955
IT031L3,2004,0.48321
IT031L3,2005,0.45554
IT031L3,2006,0.45626
IT031L3,2007,0.46739
IT031L3,2008,0.53516
IT031L3,2009,0.43991
IT031L3,2010,0.4153
IT031L3,2011,0.41935
IT031L3,2014,0.36975
IT031L3,2015,0.37851
IT031L3,2016,0.37307
IT031L3,2017,0.35632
IT031L3,2018,0.37422
IT031L3,2019,0.38122
IT031L3,2020,0.35387
IT032L3,2000,0.44507
IT032L3,2001,0.44143
IT032L3,2002,0.49083
IT032L3,2003,0.47528
IT032L3,2004,0.42757
IT032L3,2005,0.43773
IT032L3,2006,0.43387
IT032L3,2007,0.45813
IT032L3,2008,0.44122
IT032L3,2009,0.42316
IT032L3,2010,0.41897
IT032L3,2011,0.42048
IT032L3,2014,0.40487
IT032L3,2015,0.40569
IT032L3,2016,0.40174
IT032L3,2017,0.41365
IT032L3,2018,0.39601
IT032L3,2019,0.4141
IT032L3,2020,0.40415
IT033L2,2000,0.3035
IT033L2,2001,0.32019
IT033L2,2002,0.41674
IT033L2,2003,0.3636
IT033L2,2004,0.35044
IT033L2,2005,0.3594
IT033L2,2006,0.38456
IT033L2,2007,0.3515
IT033L2,2008,0.34004
IT033L2,2009,0.34918
IT033L2,2010,0.34344
IT033L2,2011,0.35431
IT033L2,2014,0.28295
IT033L2,2015,0.2657
IT033L2,2016,0.27919
IT033L2,2017,0.27318
IT033L2,2018,0.28622
IT033L2,2019,0.28046
IT033L2,2020,0.26448
IT034L1,2000,0.19191
IT034L1,2001,0.20656
IT034L1,2002,0.19832
IT034L1,2003,0.19212
IT034L1,2004,0.20035
IT034L1,2005,0.1965
IT034L1,2006,0.20369
IT034L1,2007,0.18821
IT034L1,2008,0.17221
IT034L1,2009,0.19038
IT034L1,2010,0.19396
IT034L1,2011,0.18645
IT034L1,2014,0.16219
IT034L1,2015,0.16168
IT034L1,2016,0.16958
IT034L1,2017,0.16991
IT034L1,2018,0.17209
IT034L1,2019,0.17262
IT034L1,2020,0.1708
IT035L2,2000,0.20645
IT035L2,2001,0.21594
IT035L2,2002,0.21114
IT035L2,2003,0.24076
IT035L2,2004,0.23079
IT035L2,2005,0.20544
IT035L2,2006,0.21679
IT035L2,2007,0.20572
IT035L2,2008,0.21896
IT035L2,2009,0.2072
IT035L2,2010,0.23446
IT035L2,2011,0.20767
IT035L2,2014,0.16865
IT035L2,2015,0.17037
IT035L2,2016,0.17378
IT035L2,2017,0.17669
IT035L2,2018,0.17203
IT035L2,2019,0.17944
IT035L2,2020,0.17044
IT036L2,2000,0.36832
IT036L2,2001,0.35753
IT036L2,2002,0.37
IT036L2,2003,0.3709
IT036L2,2004,0.36601
IT036L2,2005,0.35193
IT036L2,2006,0.37226
IT036L2,2007,0.36316
IT036L2,2008,0.34389
IT036L2,2009,0.36298
IT036L2,2010,0.35959
IT036L2,2011,0.37969
IT036L2,2014,0.33489
IT036L2,2015,0.3361
IT036L2,2016,0.3292
IT036L2,2017,0.34442
IT036L2,2018,0.33994
IT036L2,2019,0.33334
IT036L2,2020,0.32688
IT037L1,2000,0.39782
IT037L1,2001,0.3582
IT037L1,2002,0.31857
IT037L1,2003,0.38345
IT037L1,2004,0.31845
IT037L1,2005,0.33206
IT037L1,2006,0.31772
IT037L1,2007,0.32895
IT037L1,2008,0.37715
IT037L1,2009,0.33599
IT037L1,2010,0.28901
IT037L1,2011,0.33288
IT037L1,2014,0.27252
IT037L1,2015,0.26294
IT037L1,2016,0.25893
IT037L1,2017,0.25705
IT037L1,2018,0.2527
IT037L1,2019,0.2461
IT037L1,2020,0.23797
IT038L1,2000,0.54753
IT038L1,2001,0.55759
IT038L1,2002,0.51091
IT038L1,2003,0.54158
IT038L1,2004,0.54745
IT038L1,2005,0.54296
IT038L1,2006,0.50862
IT038L1,2007,0.49295
IT038L1,2008,0.51299
IT038L1,2009,0.45915
IT038L1,2010,0.48909
IT038L1,2011,0.48395
IT038L1,2014,0.45192
IT038L1,2015,0.42523
IT038L1,2016,0.43614
IT038L1,2017,0.45083
IT038L1,2018,0.44659
IT038L1,2019,0.43235
IT038L1,2020,0.43632
IT039L2,2000,0.35126
IT039L2,2001,0.36512
IT039L2,2002,0.36313
IT039L2,2003,0.38986
IT039L2,2004,0.37308
IT039L2,2005,0.41455
IT039L2,2006,0.35822
IT039L2,2007,0.34852
IT039L2,2008,0.35273
IT039L2,2009,0.3669
IT039L2,2010,0.36963
IT039L2,2011,0.39052
IT039L2,2014,0.30546
IT039L2,2015,0.30965
IT039L2,2016,0.30818
IT039L2,2017,0.31057
IT039L2,2018,0.30842
IT039L2,2019,0.31896
IT039L2,2020,0.32085
IT040L2,2000,0.20783
IT040L2,2001,0.19631
IT040L2,2002,0.2163
IT040L2,2003,0.18415
IT040L2,2004,0.21367
IT040L2,2005,0.21484
IT040L2,2006,0.22491
IT040L2,2007,0.21136
IT040L2,2008,0.223
IT040L2,2009,0.1883
IT040L2,2010,0.20408
IT040L2,2011,0.19849
IT040L2,2014,0.1775
IT040L2,2015,0.17381
IT040L2,2016,0.15789
IT040L2,2017,0.17635
IT040L2,2018,0.17259
IT040L2,2019,0.16332
IT040L2,2020,0.16648
IT041L2,2000,0.32359
IT041L2,2001,0.30523
IT041L2,2002,0.3136
IT041L2,2003,0.33856
IT041L2,2004,0.29947
IT041L2,2005,0.28758
IT041L2,2006,0.29702
IT041L2,2007,0.29361
IT041L2,2008,0.29582
IT041L2,2009,0.28931
IT041L2,2010,0.28055
IT041L2,2011,0.30659
IT041L2,2014,0.2441
IT041L2,2015,0.25179
IT041L2,2016,0.24945
IT041L2,2017,0.2556
IT041L2,2018,0.25038
IT041L2,2019,0.25277
IT041L2,2020,0.23806
IT042L1,2000,0.13806
IT042L1,2001,0.1633
IT042L1,2002,0.24841
IT042L1,2003,0.15282
IT042L1,2004,0.1802
IT042L1,2005,0.16606
IT042L1,2006,0.15886
IT042L1,2007,0.15552
IT042L1,2008,0.17076
IT042L1,2009,0.16414
IT042L1,2010,0.16969
IT042L1,2011,0.14676
IT042L1,2014,0.13145
IT042L1,2015,0.1274
IT042L1,2016,0.13412
IT042L1,2017,0.13241
IT042L1,2018,0.13289
IT042L1,2019,0.13169
IT042L1,2020,0.13326
IT043L2,2000,0.13282
IT043L2,2001,0.14847
IT043L2,2002,0.15849
IT043L2,2003,0.13287
IT043L2,2004,0.16026
IT043L2,2005,0.16574
IT043L2,2006,0.16127
IT043L2,2007,0.15572
IT043L2,2008,0.18362
IT043L2,2009,0.14572
IT043L2,2010,0.15795
IT043L2,2011,0.1505
IT043L2,2014,0.12982
IT043L2,2015,0.12678
IT043L2,2016,0.12303
IT043L2,2017,0.13126
IT043L2,2018,0.12962
IT043L2,2019,0.12301
IT043L2,2020,0.12435
IT045L2,2000,0.32939
IT045L2,2001,0.30638
IT045L2,2002,0.31662
IT045L2,2003,0.31105
IT045L2,2004,0.32222
IT045L2,2005,0.29715
IT045L2,2006,0.31971
IT045L2,2007,0.29557
IT045L2,2008,0.32999
IT045L2,2009,0.31973
IT045L2,2010,0.30899
IT045L2,2011,0.30581
IT045L2,2014,0.2509
IT045L2,2015,0.25213
IT045L2,2016,0.25512
IT045L2,2017,0.26468
IT045L2,2018,0.26094
IT045L2,2019,0.25205
IT045L2,2020,0.2447
IT046L2,2000,0.16352
IT046L2,2001,0.17473
IT046L2,2002,0.19891
IT046L2,2003,0.1794
IT046L2,2004,0.16643
IT046L2,2005,0.15879
IT046L2,2006,0.1722
IT046L2,2007,0.16765
IT046L2,2008,0.16802
IT046L2,2009,0.14592
IT046L2,2010,0.14948
IT046L2,2011,0.14707
IT046L2,2014,0.13224
IT046L2,2015,0.12505
IT046L2,2016,0.12374
IT046L2,2017,0.12809
IT046L2,2018,0.12666
IT046L2,2019,0.12968
IT046L2,2020,0.1196
IT047L1,2000,0.3071
IT047L1,2001,0.28921
IT047L1,2002,0.3104
IT047L1,2003,0.29658
IT047L1,2004,0.29138
IT047L1,2005,0.2627
IT047L1,2006,0.30216
IT047L1,2007,0.28826
IT047L1,2008,0.28666
IT047L1,2009,0.27553
IT047L1,2010,0.26385
IT047L1,2011,0.28698
IT047L1,2014,0.23131
IT047L1,2015,0.23896
IT047L1,2016,0.23267
IT047L1,2017,0.24035
IT047L1,2018,0.23668
IT047L1,2019,0.23189
IT047L1,2020,0.22397
IT048L2,2000,0.39286
IT048L2,2001,0.38902
IT048L2,2002,0.38163
IT048L2,2003,0.38411
IT048L2,2004,0.35466
IT048L2,2005,0.38808
IT048L2,2006,0.35809
IT048L2,2007,0.35346
IT048L2,2008,0.35812
IT048L2,2009,0.33998
IT048L2,2010,0.33802
IT048L2,2011,0.34741
IT048L2,2014,0.32485
IT048L2,2015,0.32732
IT048L2,2016,0.32749
IT048L2,2017,0.34083
IT048L2,2018,0.3167
IT048L2,2019,0.33197
IT048L2,2020,0.31547
IT052L1,2000,0.5039
IT052L1,2001,0.54502
IT052L1,2002,0.54264
IT052L1,2003,0.55901
IT052L1,2004,0.54219
IT052L1,2005,0.50927
IT052L1,2006,0.56973
IT052L1,2007,0.52916
IT052L1,2008,0.5124
IT052L1,2009,0.52145
IT052L1,2010,0.52481
IT052L1,2011,0.51587
IT052L1,2014,0.44076
IT052L1,2015,0.46493
IT052L1,2016,0.44778
IT052L1,2017,0.45574
IT052L1,2018,0.43341
IT052L1,2019,0.44412
IT052L1,2020,0.42494
IT054L1,2000,0.63187
IT054L1,2001,0.41276
IT054L1,2002,0.47417
IT054L1,2003,0.59112
IT054L1,2004,0.4175
IT054L1,2005,0.52646
IT054L1,2006,0.37698
IT054L1,2007,0.37254
IT054L1,2008,0.55958
IT054L1,2009,0.41454
IT054L1,2010,0.36495
IT054L1,2011,0.38207
IT054L1,2014,0.34894
IT054L1,2015,0.3484
IT054L1,2016,0.33977
IT054L1,2017,0.37157
IT054L1,2018,0.32351
IT054L1,2019,0.35974
IT054L1,2020,0.35406
IT056L1,2000,0.24983
IT056L1,2001,0.25074
IT056L1,2002,0.25362
IT056L1,2003,0.25393
IT056L1,2004,0.24731
IT056L1,2005,0.24704
IT056L1,2006,0.25461
IT056L1,2007,0.25543
IT056L1,2008,0.2524
IT056L1,2009,0.23395
IT056L1,2010,0.22158
IT056L1,2011,0.22467
IT056L1,2014,0.25608
IT056L1,2015,0.23918
IT056L1,2016,0.24333
IT056L1,2017,0.23671
IT056L1,2018,0.23439
IT056L1,2019,0.23381
IT056L1,2020,0.23417
IT057L2,2000,0.20886
IT057L2,2001,0.19983
IT057L2,2002,0.76272
IT057L2,2003,0.19964
IT057L2,2004,0.19732
IT057L2,2005,0.22301
IT057L2,2006,0.19495
IT057L2,2007,0.2081
IT057L2,2008,0.20823
IT057L2,2009,0.19826
IT057L2,2010,0.21643
IT057L2,2011,0.19359
IT057L2,2014,0.18399
IT057L2,2015,0.1953
IT057L2,2016,0.19064
IT057L2,2017,0.19312
IT057L2,2018,0.17923
IT057L2,2019,0.18497
IT057L2,2020,0.17961
IT058L2,2000,0.14599
IT058L2,2001,0.16665
IT058L2,2002,0.20345
IT058L2,2003,0.17496
IT058L2,2004,0.1763
IT058L2,2005,0.16776
IT058L2,2006,0.17066
IT058L2,2007,0.17358
IT058L2,2008,0.20742
IT058L2,2009,0.17485
IT058L2,2010,0.19839
IT058L2,2011,0.16337
IT058L2,2014,0.12621
IT058L2,2015,0.12813
IT058L2,2016,0.13634
IT058L2,2017,0.14398
IT058L2,2018,0.14014
IT058L2,2019,0.14111
IT058L2,2020,0.13723
IT060L1,2000,0.23607
IT060L1,2001,0.23252
IT060L1,2002,0.24483
IT060L1,2003,0.23383
IT060L1,2004,0.24368
IT060L1,2005,0.24485
IT060L1,2006,0.24391
IT060L1,2007,0.23557
IT060L1,2008,0.2399
IT060L1,2009,0.23045
IT060L1,2010,0.25667
IT060L1,2011,0.2587
IT060L1,2014,0.17489
IT060L1,2015,0.1754
IT060L1,2016,0.16744
IT060L1,2017,0.17859
IT060L1,2018,0.1909
IT060L1,2019,0.17452
IT060L1,2020,0.17541
IT061L0,2000,0.5313
IT061L0,2001,0.48376
IT061L0,2002,0.55691
IT061L0,2003,0.57259
IT061L0,2004,0.48597
IT061L0,2005,0.48729
IT061L0,2006,0.47519
IT061L0,2007,0.46945
IT061L0,2008,0.52195
IT061L0,2009,0.47132
IT061L0,2010,0.45387
IT061L0,2011,0.45669
IT061L0,2014,0.44251
IT061L0,2015,0.44028
IT061L0,2016,0.43414
IT061L0,2017,0.45351
IT061L0,2018,0.42884
IT061L0,2019,0.4352
IT061L0,2020,0.43784
IT064L1,2000,0.38632
IT064L1,2001,0.38124
IT064L1,2002,0.42465
IT064L1,2003,0.40343
IT064L1,2004,0.35888
IT064L1,2005,0.39244
