fua_code,Year,Gini
ES006L2,2017,0.33994
ES006L2,2018,0.3431
ES006L2,2019,0.34636
ES006L2,2020,0.34071
ES007L2,2000,0.43928
ES007L2,2001,0.3694
ES007L2,2002,0.29432
ES007L2,2003,0.43902
ES007L2,2004,0.34238
ES007L2,2005,0.39617
ES007L2,2006,0.37259
ES007L2,2007,0.36248
ES007L2,2008,0.35978
ES007L2,2009,0.33439
ES007L2,2010,0.32906
ES007L2,2011,0.33073
ES007L2,2014,0.40603
ES007L2,2015,0.32656
ES007L2,2016,0.36784
ES007L2,2017,0.33003
ES007L2,2018,0.37019
ES007L2,2019,0.30268
ES007L2,2020,0.29135
ES008L2,2000,
ES008L2,2001,
ES008L2,2002,
ES008L2,2003,
ES008L2,2004,
ES008L2,2005,
ES008L2,2006,0.4484
ES008L2,2007,0.37178
ES008L2,2008,
ES008L2,2009,0.41927
ES008L2,2010,0.38232
ES008L2,2011,0.41581
ES008L2,2014,0.40744
ES008L2,2015,0.38617
ES008L2,2016,0.38043
ES008L2,2017,0.38398
ES008L2,2018,0.37456
ES008L2,2019,0.38736
ES008L2,2020,0.40027
ES009L2,2000,0.49527
ES009L2,2001,0.44517
ES009L2,2002,0.56913
ES009L2,2003,0.57452
ES009L2,2004,0.56217
ES009L2,2005,0.56321
ES009L2,2006,0.44236
ES009L2,2007,0.44546
ES009L2,2008,0.46363
ES009L2,2009,0.53995
ES009L2,2010,0.46168
ES009L2,2011,0.44973
ES009L2,2014,0.35909
ES009L2,2015,0.35815
ES009L2,2016,0.34415
ES009L2,2017,0.39501
ES009L2,2018,0.36032
ES009L2,2019,0.37006
ES009L2,2020,0.33486
ES010L2,2000,0.52495
ES010L2,2001,0.46668
ES010L2,2002,0.44898
ES010L2,2003,0.58599
ES010L2,2004,0.50744
ES010L2,2005,0.50891
ES010L2,2006,0.54137
ES010L2,2007,0.50142
ES010L2,2008,0.49447
ES010L2,2009,0.45079
ES010L2,2010,0.41616
ES010L2,2011,0.44673
ES010L2,2014,0.42332
ES010L2,2015,0.41172
ES010L2,2016,0.42784
ES010L2,2017,0.40376
ES010L2,2018,0.40529
ES010L2,2019,0.43322
ES010L2,2020,0.41409
ES011L2,2000,0.2427
ES011L2,2001,0.25349
ES011L2,2002,0.24667
ES011L2,2003,0.26646
ES011L2,2004,0.264
ES011L2,2005,0.26454
ES011L2,2006,0.29249
ES011L2,2007,0.27764
ES011L2,2008,0.26795
ES011L2,2009,0.28531
ES011L2,2010,0.30642
ES011L2,2011,0.30372
ES011L2,2014,0.26651
ES011L2,2015,0.26994
ES011L2,2016,0.27079
ES011L2,2017,0.26492
ES011L2,2018,0.27335
ES011L2,2019,0.26045
ES011L2,2020,0.26364
ES012L2,2000,0.40917
ES012L2,2001,0.40271
ES012L2,2002,0.46225
ES012L2,2003,0.45369
ES012L2,2004,0.47489
ES012L2,2005,0.44748
ES012L2,2006,0.45367
ES012L2,2007,0.47882
ES012L2,2008,0.47147
ES012L2,2009,0.44343
ES012L2,2010,0.44639
ES012L2,2011,0.43926
ES012L2,2014,0.34025
ES012L2,2015,0.333
ES012L2,2016,0.31276
ES012L2,2017,0.33873
ES012L2,2018,0.3197
ES012L2,2019,0.34639
ES012L2,2020,0.30549
ES013L2,2000,0.40007
ES013L2,2001,0.43933
ES013L2,2002,0.41415
ES013L2,2003,0.55443
ES013L2,2004,0.42646
ES013L2,2005,0.45658
ES013L2,2006,0.43289
ES013L2,2007,0.45534
ES013L2,2008,0.45106
ES013L2,2009,0.46912
ES013L2,2010,0.44089
ES013L2,2011,0.4588
ES013L2,2014,0.42016
ES013L2,2015,0.40838
ES013L2,2016,0.41418
ES013L2,2017,0.40849
ES013L2,2018,0.38985
ES013L2,2019,0.39584
ES013L2,2020,0.40703
ES014L3,2000,0.31313
ES014L3,2001,0.30141
ES014L3,2002,0.29614
ES014L3,2003,0.40337
ES014L3,2004,0.37515
ES014L3,2005,0.34657
ES014L3,2006,0.33591
ES014L3,2007,0.31805
ES014L3,2008,0.30476
ES014L3,2009,0.33924
ES014L3,2010,0.34253
ES014L3,2011,0.33191
ES014L3,2014,0.27005
ES014L3,2015,0.27616
ES014L3,2016,0.28322
ES014L3,2017,0.28264
ES014L3,2018,0.26369
ES014L3,2019,0.2692
ES014L3,2020,0.25915
ES015L2,2000,0.38032
ES015L2,2001,0.40814
ES015L2,2002,0.39686
ES015L2,2003,0.40694
ES015L2,2004,0.38513
ES015L2,2005,0.39044
ES015L2,2006,0.40261
ES015L2,2007,0.43539
ES015L2,2008,0.40363
ES015L2,2009,0.40081
ES015L2,2010,0.426
ES015L2,2011,0.39368
ES015L2,2014,0.36767
ES015L2,2015,0.36116
ES015L2,2016,0.35577
ES015L2,2017,0.35063
ES015L2,2018,0.3468
ES015L2,2019,0.35899
ES015L2,2020,0.35498
ES016L2,2000,0.37087
ES016L2,2001,0.37808
ES016L2,2002,0.31181
ES016L2,2003,0.58311
ES016L2,2004,0.32355
ES016L2,2005,0.38674
ES016L2,2006,0.36362
ES016L2,2007,0.34133
ES016L2,2008,0.38296
ES016L2,2009,0.43022
ES016L2,2010,0.29287
ES016L2,2011,0.31226
ES016L2,2014,0.27625
ES016L2,2015,0.27402
ES016L2,2016,0.28591
ES016L2,2017,0.29422
ES016L2,2018,0.2712
ES016L2,2019,0.28963
ES016L2,2020,0.25841
ES017L2,2000,0.46269
ES017L2,2001,0.45227
ES017L2,2002,0.40516
ES017L2,2003,0.60434
ES017L2,2004,0.4548
ES017L2,2005,0.60762
ES017L2,2006,0.46243
ES017L2,2007,0.46334
ES017L2,2008,0.53679
ES017L2,2009,0.42104
ES017L2,2010,0.38193
ES017L2,2011,0.38673
ES017L2,2014,0.35303
ES017L2,2015,0.35791
ES017L2,2016,0.34866
ES017L2,2017,0.36431
ES017L2,2018,0.35871
ES017L2,2019,0.34676
ES017L2,2020,0.33975
ES018L2,2000,0.4372
ES018L2,2001,0.39958
ES018L2,2002,0.42623
ES018L2,2003,0.38025
ES018L2,2004,0.34247
ES018L2,2005,0.35233
ES018L2,2006,0.35968
ES018L2,2007,0.36501
ES018L2,2008,0.37034
ES018L2,2009,0.3319
ES018L2,2010,0.35589
ES018L2,2011,0.35059
ES018L2,2014,0.28362
ES018L2,2015,0.27295
ES018L2,2016,0.26713
ES018L2,2017,0.27688
ES018L2,2018,0.2681
ES018L2,2019,0.27066
ES018L2,2020,0.26303
ES019L3,2000,0.43561
ES019L3,2001,0.45278
ES019L3,2002,0.45874
ES019L3,2003,0.46748
ES019L3,2004,0.4423
ES019L3,2005,0.43915
ES019L3,2006,0.44085
ES019L3,2007,0.46278
ES019L3,2008,0.46093
ES019L3,2009,0.44682
ES019L3,2010,0.46915
ES019L3,2011,0.44889
ES019L3,2014,0.39565
ES019L3,2015,0.39721
ES019L3,2016,0.37856
ES019L3,2017,0.38765
ES019L3,2018,0.38107
ES019L3,2019,0.38148
ES019L3,2020,0.3754
ES020L2,2000,0.40956
ES020L2,2001,0.39406
ES020L2,2002,0.40229
ES020L2,2003,0.48019
ES020L2,2004,0.40715
ES020L2,2005,0.42411
ES020L2,2006,0.43382
ES020L2,2007,0.39415
ES020L2,2008,0.38903
ES020L2,2009,0.35695
ES020L2,2010,0.33
ES020L2,2011,0.32432
ES020L2,2014,0.31544
ES020L2,2015,0.30585
ES020L2,2016,0.30893
ES020L2,2017,0.30141
ES020L2,2018,0.30578
ES020L2,2019,0.30339
ES020L2,2020,0.29464
ES021L2,2000,0.53655
ES021L2,2001,0.45757
ES021L2,2002,0.41488
ES021L2,2003,0.53182
ES021L2,2004,0.42916
ES021L2,2005,0.50398
ES021L2,2006,0.444
ES021L2,2007,0.42013
ES021L2,2008,0.40687
ES021L2,2009,0.38396
ES021L2,2010,0.36139
ES021L2,2011,0.37481
ES021L2,2014,0.41104
ES021L2,2015,0.35166
ES021L2,2016,0.38976
ES021L2,2017,0.34183
ES021L2,2018,0.35033
ES021L2,2019,0.33662
ES021L2,2020,0.31175
ES022L2,2000,0.36572
ES022L2,2001,0.36617
ES022L2,2002,0.37631
ES022L2,2003,0.38134
ES022L2,2004,0.37453
ES022L2,2005,0.37897
ES022L2,2006,0.43316
ES022L2,2007,0.36993
ES022L2,2008,0.36931
ES022L2,2009,0.37035
ES022L2,2010,0.39922
ES022L2,2011,0.37353
ES022L2,2014,0.36881
ES022L2,2015,0.37464
ES022L2,2016,0.37753
ES022L2,2017,0.38782
ES022L2,2018,0.3846
ES022L2,2019,0.36982
ES022L2,2020,0.37088
ES023L2,2000,0.42617
ES023L2,2001,0.46849
ES023L2,2002,0.44387
ES023L2,2003,0.55493
ES023L2,2004,0.45988
ES023L2,2005,0.48372
ES023L2,2006,0.45817
ES023L2,2007,0.49032
ES023L2,2008,0.4747
ES023L2,2009,0.4885
ES023L2,2010,0.46817
ES023L2,2011,0.49039
ES023L2,2014,0.4289
ES023L2,2015,0.41773
ES023L2,2016,0.42734
ES023L2,2017,0.41873
ES023L2,2018,0.40158
ES023L2,2019,0.41358
ES023L2,2020,0.42122
ES025L3,2000,
ES025L3,2001,
ES025L3,2002,
ES025L3,2003,
ES025L3,2004,
ES025L3,2005,
ES025L3,2006,0.28823
ES025L3,2007,0.32274
ES025L3,2008,
ES025L3,2009,
ES025L3,2010,0.35592
ES025L3,2011,0.25551
ES025L3,2014,0.30358
ES025L3,2015,0.30083
ES025L3,2016,0.31549
ES025L3,2017,0.33128
ES025L3,2018,0.3293
ES025L3,2019,0.33632
ES025L3,2020,0.35003
ES026L2,2000,0.47925
ES026L2,2001,0.47068
ES026L2,2002,0.47126
ES026L2,2003,0.49184
ES026L2,2004,0.47434
ES026L2,2005,0.51075
ES026L2,2006,0.49025
ES026L2,2007,0.49843
ES026L2,2008,0.49476
ES026L2,2009,0.49928
ES026L2,2010,0.50643
ES026L2,2011,0.50811
ES026L2,2014,0.49174
ES026L2,2015,0.48756
ES026L2,2016,0.48937
ES026L2,2017,0.48956
ES026L2,2018,0.48661
ES026L2,2019,0.46924
ES026L2,2020,0.46093
ES028L1,2000,0.3725
ES028L1,2001,0.35679
ES028L1,2002,0.37484
ES028L1,2003,0.38158
ES028L1,2004,0.3589
ES028L1,2005,0.38474
ES028L1,2006,0.38949
ES028L1,2007,0.42207
ES028L1,2008,0.41987
ES028L1,2009,0.37148
ES028L1,2010,0.37285
ES028L1,2011,0.3742
ES028L1,2014,0.34654
ES028L1,2015,0.34594
ES028L1,2016,0.34779
ES028L1,2017,0.34045
ES028L1,2018,0.34068
ES028L1,2019,0.33616
ES028L1,2020,0.33157
ES031L1,2000,0.31927
ES031L1,2001,0.3189
ES031L1,2002,0.30534
ES031L1,2003,0.393
ES031L1,2004,0.34683
ES031L1,2005,0.36224
ES031L1,2006,0.39238
ES031L1,2007,0.38372
ES031L1,2008,0.37056
ES031L1,2009,0.40393
ES031L1,2010,0.37482
ES031L1,2011,0.37959
ES031L1,2014,0.35955
ES031L1,2015,0.36237
ES031L1,2016,0.35693
ES031L1,2017,0.35001
ES031L1,2018,0.36016
ES031L1,2019,0.33246
ES031L1,2020,0.33552
ES033L1,2000,0.37342
ES033L1,2001,0.35252
ES033L1,2002,0.36409
ES033L1,2003,0.38257
ES033L1,2004,0.37816
ES033L1,2005,0.4158
ES033L1,2006,0.36539
ES033L1,2007,0.395
ES033L1,2008,0.37043
ES033L1,2009,0.3797
ES033L1,2010,0.37835
ES033L1,2011,0.39512
ES033L1,2014,0.3419
ES033L1,2015,0.33222
ES033L1,2016,0.3327
ES033L1,2017,0.33093
ES033L1,2018,0.32359
ES033L1,2019,0.3283
ES033L1,2020,0.29679
ES034L1,2000,0.38051
ES034L1,2001,0.39244
ES034L1,2002,0.38061
ES034L1,2003,0.61492
ES034L1,2004,0.38253
ES034L1,2005,0.47864
ES034L1,2006,0.38492
ES034L1,2007,0.39208
ES034L1,2008,0.38603
ES034L1,2009,0.38094
ES034L1,2010,0.37339
ES034L1,2011,0.36865
ES034L1,2014,0.32124
ES034L1,2015,0.32318
ES034L1,2016,0.3024
ES034L1,2017,0.30478
ES034L1,2018,0.3044
ES034L1,2019,0.30294
ES034L1,2020,0.28371
ES035L1,2000,0.65036
ES035L1,2001,0.55452
ES035L1,2002,0.43242
ES035L1,2003,0.62833
ES035L1,2004,0.53251
ES035L1,2005,0.5591
ES035L1,2006,0.54473
ES035L1,2007,0.51647
ES035L1,2008,0.47684
ES035L1,2009,0.44987
ES035L1,2010,0.42054
ES035L1,2011,0.44803
ES035L1,2014,0.44744
ES035L1,2015,0.45135
ES035L1,2016,0.48984
ES035L1,2017,0.47042
ES035L1,2018,0.46695
ES035L1,2019,0.44287
ES035L1,2020,0.44439
ES039L1,2000,0.4651
ES039L1,2001,0.48624
ES039L1,2002,0.44694
ES039L1,2003,0.57373
ES039L1,2004,0.45947
ES039L1,2005,0.50433
ES039L1,2006,0.46283
ES039L1,2007,0.47778
ES039L1,2008,0.43156
ES039L1,2009,0.46556
ES039L1,2010,0.47392
ES039L1,2011,0.46658
ES039L1,2014,0.39957
ES039L1,2015,0.39517
ES039L1,2016,0.3979
ES039L1,2017,0.38724
ES039L1,2018,0.36621
ES039L1,2019,0.38947
ES039L1,2020,0.3819
ES040L1,2000,0.34454
ES040L1,2001,0.35005
ES040L1,2002,0.33348
ES040L1,2003,0.43842
ES040L1,2004,0.36412
ES040L1,2005,0.39084
ES040L1,2006,0.36926
ES040L1,2007,0.36414
ES040L1,2008,0.37547
ES040L1,2009,0.36319
ES040L1,2010,0.33825
ES040L1,2011,0.32449
ES040L1,2014,0.308
ES040L1,2015,0.31522
ES040L1,2016,0.3039
ES040L1,2017,0.29452
ES040L1,2018,0.29068
ES040L1,2019,0.30182
ES040L1,2020,0.27883
ES041L1,2000,0.45406
ES041L1,2001,0.43037
ES041L1,2002,0.42058
ES041L1,2003,0.51345
ES041L1,2004,0.4732
ES041L1,2005,0.51653
ES041L1,2006,0.44911
ES041L1,2007,0.45718
ES041L1,2008,0.45873
ES041L1,2009,0.49671
ES041L1,2010,0.44813
ES041L1,2011,0.44017
ES041L1,2014,0.40052
ES041L1,2015,0.40194
ES041L1,2016,0.41341
ES041L1,2017,0.43575
ES041L1,2018,0.4122
ES041L1,2019,0.41764
ES041L1,2020,0.39574
ES043L1,2000,0.34624
ES043L1,2001,0.34454
ES043L1,2002,0.32548
ES043L1,2003,0.36409
ES043L1,2004,0.35068
ES043L1,2005,0.36636
ES043L1,2006,0.39541
ES043L1,2007,0.37133
ES043L1,2008,0.37384
ES043L1,2009,0.38143
ES043L1,2010,0.40842
ES043L1,2011,0.40923
ES043L1,2014,0.3639
ES043L1,2015,0.359
ES043L1,2016,0.37284
ES043L1,2017,0.36106
ES043L1,2018,0.36822
ES043L1,2019,0.35122
ES043L1,2020,0.3397
ES044L1,2000,0.31237
ES044L1,2001,0.32484
ES044L1,2002,0.31466
ES044L1,2003,0.28985
ES044L1,2004,0.32087
ES044L1,2005,0.32471
ES044L1,2006,0.3509
ES044L1,2007,0.32152
ES044L1,2008,0.30387
ES044L1,2009,0.32566
ES044L1,2010,0.33253
ES044L1,2011,0.337
ES044L1,2014,0.33971
ES044L1,2015,0.34486
ES044L1,2016,0.35167
ES044L1,2017,0.35111
ES044L1,2018,0.35909
ES044L1,2019,0.33905
ES044L1,2020,0.34414
ES046L1,2000,0.35709
ES046L1,2001,0.35153
ES046L1,2002,0.34969
ES046L1,2003,0.36402
ES046L1,2004,0.38807
ES046L1,2005,0.4053
ES046L1,2006,0.41203
ES046L1,2007,0.40028
ES046L1,2008,0.38261
ES046L1,2009,0.37488
ES046L1,2010,0.38691
ES046L1,2011,0.39618
ES046L1,2014,0.39202
ES046L1,2015,0.38521
ES046L1,2016,0.3856
ES046L1,2017,0.38245
ES046L1,2018,0.37896
ES046L1,2019,0.37075
ES046L1,2020,0.36869
ES048L1,2000,0.32458
ES048L1,2001,0.32933
ES048L1,2002,0.31567
ES048L1,2003,0.49789
ES048L1,2004,0.32735
ES048L1,2005,0.37557
ES048L1,2006,0.3694
ES048L1,2007,0.36196
ES048L1,2008,0.38184
ES048L1,2009,0.36644
ES048L1,2010,0.33379
ES048L1,2011,0.33316
ES048L1,2014,0.27518
ES048L1,2015,0.26476
ES048L1,2016,0.26907
ES048L1,2017,0.273
ES048L1,2018,0.25374
ES048L1,2019,0.25851
ES048L1,2020,0.25342
ES050L1,2000,0.31694
ES050L1,2001,0.34191
ES050L1,2002,0.33903
ES050L1,2003,0.37188
ES050L1,2004,0.32742
ES050L1,2005,0.4195
ES050L1,2006,0.34208
ES050L1,2007,0.35589
ES050L1,2008,0.36584
ES050L1,2009,0.3563
ES050L1,2010,0.34267
ES050L1,2011,0.35973
ES050L1,2014,0.33865
ES050L1,2015,0.33084
ES050L1,2016,0.34355
ES050L1,2017,0.31978
ES050L1,2018,0.30825
ES050L1,2019,0.31097
ES050L1,2020,0.30535
ES053L1,2000,0.35717
ES053L1,2001,0.35969
ES053L1,2002,0.39215
ES053L1,2003,0.46705
ES053L1,2004,0.3567
ES053L1,2005,0.42384
ES053L1,2006,0.35322
ES053L1,2007,0.4045
ES053L1,2008,0.44279
ES053L1,2009,0.29556
ES053L1,2010,0.33469
ES053L1,2011,0.3231
ES053L1,2014,0.28198
ES053L1,2015,0.31112
ES053L1,2016,0.28355
ES053L1,2017,0.26722
ES053L1,2018,0.25775
ES053L1,2019,0.28804
ES053L1,2020,0.27771
ES054L1,2000,0.3644
ES054L1,2001,0.35682
ES054L1,2002,0.32022
ES054L1,2003,0.34718
ES054L1,2004,0.32854
ES054L1,2005,0.3388
ES054L1,2006,0.32117
ES054L1,2007,0.31561
ES054L1,2008,0.29052
ES054L1,2009,0.28058
ES054L1,2010,0.27596
ES054L1,2011,0.28046
ES054L1,2014,0.3004
ES054L1,2015,0.29449
ES054L1,2016,0.30501
ES054L1,2017,0.2866
ES054L1,2018,0.289
ES054L1,2019,0.27734
ES054L1,2020,0.28417
ES057L1,2000,0.27826
ES057L1,2001,0.28123
ES057L1,2002,0.27502
ES057L1,2003,0.30173
ES057L1,2004,0.27437
ES057L1,2005,0.32176
ES057L1,2006,0.28674
ES057L1,2007,0.28944
ES057L1,2008,0.30169
ES057L1,2009,0.2868
ES057L1,2010,0.26366
ES057L1,2011,0.28211
ES057L1,2014,0.26438
ES057L1,2015,0.26606
ES057L1,2016,0.24894
ES057L1,2017,0.26785
ES057L1,2018,0.24883
ES057L1,2019,0.25065
ES057L1,2020,0.24453
ES059L1,2000,0.46805
ES059L1,2001,0.41234
ES059L1,2002,0.46744
ES059L1,2003,0.60687
ES059L1,2004,0.44403
ES059L1,2005,0.5406
ES059L1,2006,0.42659
ES059L1,2007,0.42465
ES059L1,2008,0.47775
ES059L1,2009,0.45592
ES059L1,2010,0.39729
ES059L1,2011,0.40376
ES059L1,2014,0.34531
ES059L1,2015,0.35111
ES059L1,2016,0.32985
ES059L1,2017,0.31473
ES059L1,2018,0.31973
ES059L1,2019,0.325
ES059L1,2020,0.3131
ES070L1,2000,0.32183
ES070L1,2001,0.36007
ES070L1,2002,0.3857
ES070L1,2003,0.3526
ES070L1,2004,0.37122
ES070L1,2005,0.37284
ES070L1,2006,0.37026
ES070L1,2007,0.35087
ES070L1,2008,0.36387
ES070L1,2009,0.3439
ES070L1,2010,0.36424
ES070L1,2011,0.35465
ES070L1,2014,0.30015
ES070L1,2015,0.30841
ES070L1,2016,0.29807
ES070L1,2017,0.2956
ES070L1,2018,0.27981
ES070L1,2019,0.29938
ES070L1,2020,0.2866
ES072L1,2000,
ES072L1,2001,
ES072L1,2002,
ES072L1,2003,
ES072L1,2004,
ES072L1,2005,
ES072L1,2006,0.38163
ES072L1,2007,0.39411
ES072L1,2008,
ES072L1,2009,0.46744
ES072L1,2010,0.38361
ES072L1,2011,0.3889
ES072L1,2014,0.32948
ES072L1,2015,0.37594
ES072L1,2016,0.38667
ES072L1,2017,0.40964
ES072L1,2018,0.39297
ES072L1,2019,0.38344
ES072L1,2020,0.3849
ES501L3,2000,0.3922
ES501L3,2001,0.40494
ES501L3,2002,0.35064
ES501L3,2003,0.46706
ES501L3,2004,0.40141
ES501L3,2005,0.48609
ES501L3,2006,0.47407
ES501L3,2007,0.46449
ES501L3,2008,0.43268
ES501L3,2009,0.38294
ES501L3,2010,0.38851
ES501L3,2011,0.34625
ES501L3,2014,0.33595
ES501L3,2015,0.33613
ES501L3,2016,0.3501
ES501L3,2017,0.35139
ES501L3,2018,0.32568
ES501L3,2019,0.31614
ES501L3,2020,0.32173
ES505L1,2000,0.55646
ES505L1,2001,0.45515
ES505L1,2002,0.38909
ES505L1,2003,0.54441
ES505L1,2004,0.44298
ES505L1,2005,0.50825
ES505L1,2006,0.46203
ES505L1,2007,0.4434
ES505L1,2008,0.41723
ES505L1,2009,0.40087
ES505L1,2010,0.38266
ES505L1,2011,0.41112
ES505L1,2014,0.4533
ES505L1,2015,0.40488
ES505L1,2016,0.44509
ES505L1,2017,0.37835
ES505L1,2018,0.39699
ES505L1,2019,0.37739
ES505L1,2020,0.36196
ES506L1,2000,0.37914
ES506L1,2001,0.37528
ES506L1,2002,0.31732
ES506L1,2003,0.4992
ES506L1,2004,0.35644
ES506L1,2005,0.3755
ES506L1,2006,0.36008
ES506L1,2007,0.34847
ES506L1,2008,0.3234
ES506L1,2009,0.3186
ES506L1,2010,0.3227
ES506L1,2011,0.32109
ES506L1,2014,0.38055
ES506L1,2015,0.33658
ES506L1,2016,0.39028
ES506L1,2017,0.34478
ES506L1,2018,0.35702
ES506L1,2019,0.31851
ES506L1,2020,0.30851
ES508L1,2000,0.37193
ES508L1,2001,0.35572
ES508L1,2002,0.38126
ES508L1,2003,0.43871
ES508L1,2004,0.36563
ES508L1,2005,0.44382
ES508L1,2006,0.37386
ES508L1,2007,0.39367
ES508L1,2008,0.37443
ES508L1,2009,0.34136
ES508L1,2010,0.3213
ES508L1,2011,0.32876
ES508L1,2014,0.32891
ES508L1,2015,0.31454
ES508L1,2016,0.32639
ES508L1,2017,0.31479
ES508L1,2018,0.3114
ES508L1,2019,0.32078
ES508L1,2020,0.29937
ES510L1,2000,0.29886
ES510L1,2001,0.3237
ES510L1,2002,0.33432
ES510L1,2003,0.31382
ES510L1,2004,0.33408
ES510L1,2005,0.33763
ES510L1,2006,0.34081
ES510L1,2007,0.32564
ES510L1,2008,0.34408
ES510L1,2009,0.31421
ES510L1,2010,0.33247
ES510L1,2011,0.32051
ES510L1,2014,0.26838
ES510L1,2015,0.28364
ES510L1,2016,0.27042
ES510L1,2017,0.27639
ES510L1,2018,0.2586
ES510L1,2019,0.2752
ES510L1,2020,0.26983
ES514L1,2000,0.5883
ES514L1,2001,0.50437
ES514L1,2002,0.48392
ES514L1,2003,0.64281
ES514L1,2004,0.47666
ES514L1,2005,0.5205
ES514L1,2006,0.53496
ES514L1,2007,0.55976
ES514L1,2008,0.49018
ES514L1,2009,0.4588
ES514L1,2010,0.39703
ES514L1,2011,0.37027
ES514L1,2014,0.3724
ES514L1,2015,0.35124
ES514L1,2016,0.41295
ES514L1,2017,0.36417
ES514L1,2018,0.35513
ES514L1,2019,0.3307
ES514L1,2020,0.33748
ES515L1,2000,0.38
ES515L1,2001,0.3709
ES515L1,2002,0.42904
ES515L1,2003,0.45602
ES515L1,2004,0.39746
ES515L1,2005,0.43389
ES515L1,2006,0.41216
ES515L1,2007,0.41835
ES515L1,2008,0.43721
ES515L1,2009,0.43876
ES515L1,2010,0.40243
ES515L1,2011,0.40496
ES515L1,2014,0.34149
ES515L1,2015,0.33836
ES515L1,2016,0.327
ES515L1,2017,0.3432
ES515L1,2018,0.33391
ES515L1,2019,0.33798
ES515L1,2020,0.32571
ES516L1,2000,0.48285
ES516L1,2001,0.48888
ES516L1,2002,0.51425
ES516L1,2003,0.66441
ES516L1,2004,0.48382
ES516L1,2005,0.5943
ES516L1,2006,0.44477
ES516L1,2007,0.45837
ES516L1,2008,0.52117
ES516L1,2009,0.56672
ES516L1,2010,0.44418
ES516L1,2011,0.43298
ES516L1,2014,0.41086
ES516L1,2015,0.43051
ES516L1,2016,0.39708
ES516L1,2017,0.42706
ES516L1,2018,0.40509
ES516L1,2019,0.41944
ES516L1,2020,0.39371
ES519L1,2000,0.57451
ES519L1,2001,0.48188
ES519L1,2002,0.43591
ES519L1,2003,0.61474
ES519L1,2004,0.47732
ES519L1,2005,0.65638
ES519L1,2006,0.52764
ES519L1,2007,0.50229
ES519L1,2008,0.52449
ES519L1,2009,0.48604
ES519L1,2010,0.48555
ES519L1,2011,0.47551
ES519L1,2014,0.44908
ES519L1,2015,0.41007
ES519L1,2016,0.42343
ES519L1,2017,0.41906
ES519L1,2018,0.4171
ES519L1,2019,0.41878
ES519L1,2020,0.39114
ES520L1,2000,0.38879
ES520L1,2001,0.36503
ES520L1,2002,0.35881
ES520L1,2003,0.39674
ES520L1,2004,0.40193
ES520L1,2005,0.43372
ES520L1,2006,0.4103
ES520L1,2007,0.42939
ES520L1,2008,0.43912
ES520L1,2009,0.41402
ES520L1,2010,0.40878
ES520L1,2011,0.41394
ES520L1,2014,0.42406
ES520L1,2015,0.38956
ES520L1,2016,0.42063
ES520L1,2017,0.41209
ES520L1,2018,0.40444
ES520L1,2019,0.39962
ES520L1,2020,0.38158
ES521L1,2000,0.38667
ES521L1,2001,0.38948
ES521L1,2002,0.41264
ES521L1,2003,0.46141
ES521L1,2004,0.39809
ES521L1,2005,0.44395
ES521L1,2006,0.38538
ES521L1,2007,0.41774
ES521L1,2008,0.40603
ES521L1,2009,0.38596
ES521L1,2010,0.37277
ES521L1,2011,0.37129
ES521L1,2014,0.36183
ES521L1,2015,0.35667
ES521L1,2016,0.36234
ES521L1,2017,0.35785
ES521L1,2018,0.34824
ES521L1,2019,0.35207
ES521L1,2020,0.33647
ES522L1,2000,0.56648
ES522L1,2001,0.57444
ES522L1,2002,0.57933
ES522L1,2003,0.54018
ES522L1,2004,0.57814
ES522L1,2005,0.57638
ES522L1,2006,0.56815
ES522L1,2007,0.58186
ES522L1,2008,0.55157
ES522L1,2009,0.5226
ES522L1,2010,0.53032
ES522L1,2011,0.5403
ES522L1,2014,0.4976
ES522L1,2015,0.51071
ES522L1,2016,0.50799
ES522L1,2017,0.48782
ES522L1,2018,0.48767
ES522L1,2019,0.47207
ES522L1,2020,0.46405
ES523L1,2000,0.37741
ES523L1,2001,0.40177
ES523L1,2002,0.38734
ES523L1,2003,0.41897
ES523L1,2004,0.37557
ES523L1,2005,0.40397
ES523L1,2006,0.37941
ES523L1,2007,0.38679
ES523L1,2008,0.38806
ES523L1,2009,0.4265
ES523L1,2010,0.38338
ES523L1,2011,0.38387
ES523L1,2014,0.34053
ES523L1,2015,0.3345
ES523L1,2016,0.32311
ES523L1,2017,0.34459
ES523L1,2018,0.32429
ES523L1,2019,0.33816
ES523L1,2020,0.31536
ES525L1,2000,0.43001
ES525L1,2001,0.41548
ES525L1,2002,0.42864
ES525L1,2003,0.43237
ES525L1,2004,0.41156
ES525L1,2005,0.42293
ES525L1,2006,0.42897
ES525L1,2007,0.45928
ES525L1,2008,0.44715
ES525L1,2009,0.4065
ES525L1,2010,0.40686
ES525L1,2011,0.41267
ES525L1,2014,0.39507
ES525L1,2015,0.38487
ES525L1,2016,0.39024
ES525L1,2017,0.38024
ES525L1,2018,0.38363
ES525L1,2019,0.38187
ES525L1,2020,0.381
ES527L1,2000,0.30669
ES527L1,2001,0.30256
ES527L1,2002,0.28591
ES527L1,2003,0.37057
ES527L1,2004,0.30921
ES527L1,2005,0.37539
ES527L1,2006,0.36262
ES527L1,2007,0.33431
ES527L1,2008,0.3298
ES527L1,2009,0.32721
ES527L1,2010,0.32199
ES527L1,2011,0.30824
ES527L1,2014,0.31472
ES527L1,2015,0.32668
